0.002,4999.999963939338
0.004,4999.999741576715
0.006,4999.999119762487
0.008,4999.998019220124
0.01,4999.995985858923
0.012,4999.993025876614
0.014,4999.988084763724
0.016,4999.982898967897
0.018,4999.975906421158
0.02,4999.968319332971
0.022,4999.959260979887
0.024,4999.947554930396
0.026,4999.935699300381
0.028,4999.9229931468635
0.03,4999.907269199007
0.032,4999.892026516991
0.034,4999.873461558373
0.036,4999.851612042905
0.038,4999.8315293729665
0.04,4999.808342892182
0.042,4999.785087408083
0.044,4999.75913592588
0.046,4999.734142025602
0.048,4999.7066989135365
0.05,4999.67357899457
0.052,4999.644086169474
0.054,4999.606669145232
0.056,4999.57137277288
0.058,4999.54160343074
0.06,4999.500536369444
0.062,4999.458445188545
0.064,4999.41372350532
0.066,4999.378711706115
0.068,4999.328179045501
0.07,4999.282153384758
0.072,4999.242861278474
0.074,4999.187193492768
0.076,4999.139856609828
0.078,4999.079066852073
0.08,4999.0399879477445
0.082,4998.979309057062
0.084,4998.911150614154
0.086,4998.863193114089
0.088,4998.801088589505
0.09,4998.745082469746
0.092,4998.678497018878
0.094,4998.601463535002
0.096,4998.543500126214
0.098,4998.478125394321
0.1,4998.409367271461
0.102,4998.338103616737
0.104,4998.257200965152
0.106,4998.203285134654
0.108,4998.101847198912
0.11,4998.02806436693
0.112,4997.950240060316
0.115,4997.850730888206
0.12,4997.645567773192
0.126,4997.342247490147
0.136,4996.865921518356
0.146,4996.339864497451
0.156,4995.7923853048205
0.166,4995.147118065974
0.176,4994.497480340834
0.186,4993.819857616276
0.196,4993.054882218749
0.206,4992.3958358366235
0.216,4991.577806059755
0.226,4990.66999863073
0.236,4989.706099582439
0.246,4988.719246905849
0.256,4987.791122928006
0.266,4986.867474245031
0.276,4985.833503624691
0.286,4984.568937077901
0.296,4983.436906717521
0.305,4982.271556688604
0.313,4981.29685546014
0.32,4980.524571716405
0.328,4979.294017915211
0.336,4978.266985986381
0.344,4977.224427468359
0.354,4975.8444608999
0.364,4974.134095135689
0.374,4973.0320022425785
0.384,4971.481573997756
0.394,4969.742725845135
0.403,4968.227579077604
0.411,4966.606057189913
0.417,4965.980668908447
0.423,4965.089359133537
0.428,4963.953403395142
0.434,4962.970429076137
0.44,4961.522365543978
0.448,4960.145496014016
0.458,4958.3631816989255
0.468,4956.414101531425
0.478,4953.914944749391
0.485,4952.511129269254
0.491,4951.18333737467
0.496,4950.53542701358
0.501,4949.107430538156
0.506,4948.493885176858
0.511,4947.242939224085
0.517,4945.854515996501
0.525,4944.281655178446
0.535,4942.59722056636
0.545,4940.5050316651905
0.552,4937.790130612071
0.557,4936.496714554132
0.562,4936.18476671375
0.566,4934.757866551937
0.571,4934.011092149036
0.576,4932.972295140811
0.582,4931.3428111878775
0.592,4927.985455245839
0.602,4926.40234780219
0.609,4923.6934197636265
0.614,4922.293044850734
0.618,4921.124486306669
0.622,4920.482422951212
0.627,4919.332376054472
0.632,4917.491381834373
0.639,4916.537096853365
0.649,4913.6563724637
0.659,4910.802829714629
0.664,4909.006604578879
0.668,4907.915500864012
0.672,4906.0846776084845
0.677,4905.999279384519
0.683,4904.575505900397
0.692,4901.984199757187
0.702,4898.810781618518
0.707,4897.047978195883
0.712,4894.508650864799
0.716,4893.685050464039
0.721,4891.948952163887
0.728,4891.447674034587
0.738,4886.873924935668
0.747,4883.591476081014
0.752,4883.8304665227415
0.756,4881.823163634329
0.761,4880.745716256003
0.768,4877.792191449906
0.778,4873.7241047
0.786,4872.553088223433
0.791,4869.153761072167
0.796,4868.133925758365
0.802,4867.035531734203
0.811,4863.240069465066
0.821,4861.723144174025
0.826,4857.646577573638
0.831,4856.074248130087
0.838,4854.008778544208
0.847,4851.844497141213
0.857,4848.790857506167
0.863,4845.747102947304
0.869,4844.157246503827
0.879,4840.08403796638
0.889,4836.285111792439
0.895,4835.018745364103
0.902,4829.92734587119
0.912,4826.290726076904
0.922,4823.468428481556
0.929,4822.018516211543
0.938,4818.693911738186
0.948,4815.815763102657
0.956,4812.825124831715
0.965,4806.764473460765
0.975,4802.979728991076
0.985,4799.642079590309
0.995,4796.095162720239
1.005,4792.8564033394905
1.015,4787.715210440363
1.025,4785.942142536344
1.035,4781.211296786453
1.045,4775.36978052719
1.055,4769.773447990193
1.065,4767.245784709769
1.075,4765.498474154107
1.085,4757.533058251316
1.095,4756.9053981469015
1.105,4753.284942955691
1.115,4746.758777941267
1.125,4743.6840020571935
1.135,4738.829158924658
1.145,4733.709500299486
1.155,4731.148550192316
1.165,4726.969864531109
1.175,4722.681051199147
1.185,4718.633654205224
1.195,4711.346046617016
1.205,4709.306164568042
1.215,4703.18183597381
1.225,4697.7234908554965
1.235,4697.62592030327
1.245,4694.120618736962
1.255,4689.261151728735
1.265,4683.487658980338
1.275,4675.013947500389
1.285,4670.44821546489
1.295,4669.806845554791
1.305,4667.501039972091
1.312,4663.809239841682
1.322,4654.229005938855
1.332,4650.700497372068
1.342,4651.083270550559
1.352,4646.749646722733
1.362,4639.480286876304
1.372,4637.959136825119
1.382,4632.961849943568
1.392,4627.355853215464
1.402,4621.703188938405
1.412,4615.706404268771
1.422,4615.774199012545
1.432,4609.44236691974
1.442,4608.94012543089
1.452,4600.902087373112
1.462,4595.21288249956
1.472,4597.587618985361
1.482,4587.041190482659
1.492,4587.765109958777
1.502,4579.928739834903
1.512,4577.947389349104
1.522,4575.360206335906
1.532,4569.271411883454
1.542,4563.335855354986
1.552,4565.314004818889
1.562,4556.957797420343
1.572,4554.666867643856
1.582,4552.1328410602455
1.592,4542.967405081506
1.602,4541.433608985358
1.612,4535.784051141193
1.622,4530.889920139668
1.632,4528.175555902625
1.642,4529.700119860241
1.652,4525.3224397001595
1.662,4521.712311714854
1.672,4520.490446406071
1.682,4514.88151721681
1.692,4508.875015293738
1.702,4502.110481384964
1.712,4501.052368171132
1.722,4502.102857535231
1.732,4498.21629320354
1.742,4492.065505531114
1.752,4485.2334834355115
1.762,4485.738557225596
1.772,4480.74847835435
1.782,4476.588568180313
1.792,4476.266238165031
1.802,4474.855831233562
1.812,4469.244878287772
1.822,4464.271420657555
1.832,4456.186702127723
1.842,4451.251464473958
1.852,4456.731508495066
1.862,4453.949715748032
1.872,4445.912210640491
1.882,4441.735685799977
1.892,4435.145182803911
1.902,4430.555795941224
1.912,4428.851815151452
1.922,4425.301043082978
1.932,4427.1915398101555
1.942,4422.013632506423
1.952,4421.283173845368
1.962,4417.435025558852
1.972,4414.269488414699
1.982,4403.731699825728
1.992,4406.645108357587
2.002,4400.720285104302
2.012,4396.189853944946
2.022,4400.409074447548
2.032,4390.86412990506
2.042,4386.988048516734
2.052,4380.788732203139
2.062,4389.2515628026395
2.072,4381.679885355888
2.082,4382.657949800602
2.092,4374.055625988117
2.102,4372.850257448177
2.112,4374.149807245707
2.122,4368.862136275057
2.132,4364.870861442048
2.142,4354.829515037389
2.152,4360.047786502039
2.162,4353.731287451687
2.172,4355.674067189172
2.182,4345.7290608104
2.192,4341.817220690737
2.202,4342.398724622108
2.212,4333.97384066638
2.222,4335.9829669784285
2.232,4333.409910030612
2.242,4335.177341009877
2.252,4330.86162272713
2.262,4328.606667916221
2.272,4325.853137930719
2.282,4322.003704665636
2.292,4307.162470147648
2.302,4304.9162669992675
2.312,4302.467683108879
2.322,4310.168552058348
2.332,4300.639837975766
2.342,4294.8383959752855
2.352,4298.148287720222
2.362,4292.522029140414
2.372,4284.348029623585
2.382,4291.813209226144
2.392,4280.781619728694
2.402,4284.442997624232
2.412,4272.292265748153
2.422,4277.109290676042
2.432,4274.200791694558
2.442,4269.511559625664
2.452,4267.604973324056
2.462,4265.88548793345
2.472,4257.434129108911
2.482,4265.478710264256
2.492,4261.943042249679
2.502,4259.565951438957
2.512,4246.576599495306
2.522,4251.608227780535
2.532,4241.265419950024
2.542,4249.77237348351
2.552,4237.783894814227
2.562,4244.3466789617805
2.572,4242.327374811623
2.582,4235.607192951701
2.592,4226.918922273081
2.602,4226.936816044098
2.612,4229.933958144392
2.622,4220.375119879533
2.632,4221.8935689550035
2.642,4222.583281366512
2.652,4208.44741710211
2.662,4215.233125039379
2.672,4207.046845217137
2.682,4205.0856636137
2.692,4211.987696761348
2.702,4197.973912420384
2.712,4195.991925613442
2.722,4201.888813489505
2.732,4201.394396259451
2.742,4183.452785601585
2.752,4190.784071672152
2.762,4183.695667758301
2.772,4177.418638448982
2.782,4176.624893838321
2.792,4180.097357709169
2.802,4180.99634460907
2.812,4172.269902554586
2.822,4169.464779976972
2.832,4174.467511733268
2.842,4161.106753815205
2.852,4168.170399284968
2.862,4153.362388782119
